
SYMMETRICAL COMPONENT VOLTAGES BY BUS (for 3-phase buses)

Bus                          Mag:   V1 (kV)    p.u.     V2 (kV)   %V2/V1    V0 (kV)    %V0/V1

sourcebus                       139.4      1.049   0.005007   0.003593 9.07E-009 6.509E-009
g2101gj7800_n292798_sec_2      0.2429      1.014          0          0         0         0
g2101gj7800_n292798_sec_3      0.2433      1.015          0          0         0         0
g2101gk7600_n292811_sec_1      0.2428      1.014          0          0         0         0
g2101gk7600_n292811_sec_2       0.243      1.014          0          0         0         0
g2101gl8800_n292877_sec_1      0.2444       1.02          0          0         0         0
g2101gl8800_n292877_sec_2      0.2446      1.021          0          0         0         0
g2101gl8800_n292877_sec_3      0.2446      1.021          0          0         0         0
g2101gm2300_n292831_sec_1      0.2404      1.003          0          0         0         0
g2101gm2300_n292831_sec_2      0.2397      1.001          0          0         0         0
g2101gm2300_n292831_sec_3      0.2395     0.9994          0          0         0         0
g2101gm5200_n292882_sec_1      0.2456      1.025          0          0         0         0
g2101gm6600_n292872_sec_1      0.2444       1.02          0          0         0         0
g2101gm6600_n292872_sec_2      0.2443       1.02          0          0         0         0
g2101gm6600_n292872_sec_3      0.2445       1.02          0          0         0         0
g2101gm6800_n292740_sec_1      0.2787      1.006   0.001386     0.4973  0.001048     0.376
g2101gm7400_n292866_sec_1       0.245      1.023          0          0         0         0
g2101gm7400_n292866_sec_2      0.2447      1.021          0          0         0         0
g2101gm7700_n292843_sec_1      0.2423      1.011          0          0         0         0
g2101gm7700_n292843_sec_2      0.2431      1.015          0          0         0         0
g2101gn0600_n292858_sec_1      0.2408      1.005          0          0         0         0
g2101gn0600_n292858_sec_2      0.2408      1.005          0          0         0         0
g2101gn0600_n292858_sec_3      0.2408      1.005          0          0         0         0
g2101gn0600_n292858_sec_4      0.2408      1.005          0          0         0         0
g2101gn1100_n292849_sec_1      0.2405      1.004          0          0         0         0
g2101gn1100_n292849_sec_2      0.2407      1.004          0          0         0         0
g2101gn1100_n292849_sec_3      0.2406      1.004          0          0         0         0
g2101gn5000_n292870_sec_1      0.2424      1.012          0          0         0         0
g2101gn5000_n292870_sec_2      0.2432      1.015          0          0         0         0
g2101ha1300_n292535_sec_1      0.2833      1.022   0.001127     0.3979  0.000785    0.2771
g2101ha1300_n292535_sec_2      0.2829      1.021   0.001139     0.4026 0.0007905    0.2794
g2101ha1800_n292557_sec_1      0.2466      1.029          0          0         0         0
g2101ha1800_n292557_sec_2      0.2466      1.029          0          0         0         0
g2101ha2400_n292547_sec_1      0.2809      1.014    0.00114     0.4057 0.0007814    0.2782
g2101hb3400_n292556_sec_1      0.2439      1.018          0          0         0         0
g2101hb3500_n292585_sec_1      0.2411      1.006          0          0         0         0
g2101hb3500_n292585_sec_2      0.2412      1.006          0          0         0         0
g2101hb3500_n292585_sec_3      0.2412      1.007          0          0         0         0
g2101hb3500_n292585_sec_4      0.2412      1.007          0          0         0         0
g2101hb3500_n292585_sec_5      0.2409      1.006          0          0         0         0
g2101hb3500_n292585_sec_6      0.2413      1.007          0          0         0         0
g2101hb3500_n292585_sec_7      0.2412      1.007          0          0         0         0
g2101hb3500_n292585_sec_8      0.2406      1.004          0          0         0         0
g2101hb3500_n292585_sec_9      0.2411      1.006          0          0         0         0
g2101hb3500_n292585_sec_10     0.2414      1.007          0          0         0         0
g2101hb3500_n292585_sec_11     0.2411      1.006          0          0         0         0
g2101hb3500_n292585_sec_12     0.2412      1.007          0          0         0         0
g2101hb3800_n292598_sec_1      0.2411      1.006          0          0         0         0
g2101hb3800_n292598_sec_2      0.2412      1.007          0          0         0         0
g2101hb3800_n292598_sec_3      0.2413      1.007          0          0         0         0
g2101hb3800_n292598_sec_4      0.2411      1.006          0          0         0         0
g2101hb3800_n292598_sec_5      0.2413      1.007          0          0         0         0
g2101hb3800_n292598_sec_6      0.2411      1.006          0          0         0         0
g2101hb3800_n292598_sec_7      0.2409      1.005          0          0         0         0
g2101hb3800_n292598_sec_8      0.2411      1.006          0          0         0         0
g2101hb3800_n292598_sec_9      0.2411      1.006          0          0         0         0
g2101hb3800_n292598_sec_10     0.2409      1.005          0          0         0         0
g2101hb3800_n292598_sec_11     0.2411      1.006          0          0         0         0
g2101hb3800_n292598_sec_12     0.2408      1.005          0          0         0         0
g2101hb3800_n292598_sec_13     0.2408      1.005          0          0         0         0
g2101hb6800_n292600_sec_1      0.2423      1.011          0          0         0         0
g2101hb6800_n292600_sec_2      0.2424      1.012          0          0         0         0
g2101hb6800_n292600_sec_3      0.2422      1.011          0          0         0         0
g2101hb6800_n292600_sec_4      0.2424      1.012          0          0         0         0
g2101hb6800_n292600_sec_5      0.2422      1.011          0          0         0         0
g2101hb6800_n292600_sec_6      0.2423      1.011          0          0         0         0
g2101hb7500_n292585_sec_1      0.2423      1.011          0          0         0         0
g2101hb7500_n292585_sec_2      0.2422      1.011          0          0         0         0
g2101hb7500_n292585_sec_3      0.2423      1.011          0          0         0         0
g2101hb7500_n292585_sec_4      0.2422      1.011          0          0         0         0
g2101hb7500_n292585_sec_5      0.2425      1.012          0          0         0         0
g2101hb7500_n292585_sec_6      0.2421      1.011          0          0         0         0
g2101hc2500_n292626_sec_1      0.2417      1.009          0          0         0         0
g2101hc2500_n292626_sec_2       0.242       1.01          0          0         0         0
g2101hc2500_n292626_sec_3      0.2419      1.009          0          0         0         0
g2101hc2500_n292626_sec_4      0.2422      1.011          0          0         0         0
g2101hc2500_n292626_sec_5      0.2422      1.011          0          0         0         0
g2101hc2500_n292626_sec_6      0.2425      1.012          0          0         0         0
g2101hd1100_n292645_sec_1      0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_2      0.2427      1.013          0          0         0         0
g2101hd1100_n292645_sec_3      0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_4      0.2426      1.013          0          0         0         0
g2101hd1100_n292645_sec_5      0.2427      1.013          0          0         0         0
g2101hd1100_n292645_sec_6      0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_7      0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_8      0.2427      1.013          0          0         0         0
g2101hd1100_n292645_sec_9      0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_10     0.2427      1.013          0          0         0         0
g2101hd1100_n292645_sec_11     0.2427      1.013          0          0         0         0
g2101hd1100_n292645_sec_12     0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_13     0.2427      1.013          0          0         0         0
g2101hd1100_n292645_sec_14     0.2427      1.013          0          0         0         0
g2101hd1100_n292645_sec_15     0.2426      1.013          0          0         0         0
g2101hd1100_n292645_sec_16     0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_17     0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_18     0.2427      1.013          0          0         0         0
g2101hd1100_n292645_sec_19     0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_20     0.2428      1.013          0          0         0         0
g2101hd1100_n292645_sec_21     0.2427      1.013          0          0         0         0
g2101hd2500_n292652_sec_1      0.2425      1.012          0          0         0         0
g2101hd2500_n292652_sec_2      0.2425      1.012          0          0         0         0
g2101hd2500_n292652_sec_3      0.2424      1.012          0          0         0         0
g2101hd2500_n292652_sec_4      0.2425      1.012          0          0         0         0
g2101hd2500_n292652_sec_5      0.2426      1.012          0          0         0         0
g2101hd2500_n292652_sec_6      0.2425      1.012          0          0         0         0
g2101hd2500_n292652_sec_7      0.2425      1.012          0          0         0         0
g2101hd2500_n292652_sec_8      0.2426      1.013          0          0         0         0
g2101hd2500_n292652_sec_9      0.2426      1.012          0          0         0         0
g2101hd2500_n292652_sec_10     0.2425      1.012          0          0         0         0
g2101hd2900_n292658_sec_1      0.2422      1.011          0          0         0         0
g2101hd2900_n292658_sec_2      0.2422      1.011          0          0         0         0
g2101hd2900_n292658_sec_3      0.2423      1.011          0          0         0         0
g2101hd2900_n292658_sec_4      0.2422      1.011          0          0         0         0
g2101hd2900_n292658_sec_5      0.2419       1.01          0          0         0         0
g2101hd2900_n292658_sec_6      0.2423      1.011          0          0         0         0
g2101hd2900_n292658_sec_7      0.2422      1.011          0          0         0         0
g2101hd2900_n292658_sec_8      0.2422      1.011          0          0         0         0
g2101hd2900_n292658_sec_9      0.2423      1.011          0          0         0         0
g2101hd2900_n292658_sec_10     0.2423      1.011          0          0         0         0
g2101hd2900_n292658_sec_11     0.2423      1.011          0          0         0         0
g2101hd3500_n292652_sec_1      0.2405      1.004          0          0         0         0
g2101hd3500_n292652_sec_2      0.2404      1.003          0          0         0         0
g2101hd3500_n292652_sec_3      0.2404      1.003          0          0         0         0
g2101hd3500_n292652_sec_4      0.2404      1.003          0          0         0         0
g2101hd3500_n292652_sec_5      0.2404      1.003          0          0         0         0
g2101hd3500_n292652_sec_6      0.2404      1.004          0          0         0         0
g2101hd3500_n292652_sec_7      0.2405      1.004          0          0         0         0
g2101hd3500_n292652_sec_8      0.2406      1.004          0          0         0         0
g2101hd3500_n292652_sec_9      0.2406      1.004          0          0         0         0
g2101hd3500_n292652_sec_10     0.2405      1.004          0          0         0         0
g2101hd3500_n292652_sec_11     0.2405      1.004          0          0         0         0
g2101hd3500_n292652_sec_12     0.2404      1.003          0          0         0         0
g2101hd3500_n292652_sec_13     0.2402      1.002          0          0         0         0
g2101hd3500_n292652_sec_14     0.2405      1.004          0          0         0         0
g2101hd3500_n292652_sec_15     0.2404      1.003          0          0         0         0
g2101hd3500_n292652_sec_16     0.2404      1.004          0          0         0         0
g2101hd3500_n292652_sec_17     0.2405      1.004          0          0         0         0
g2101hd3500_n292652_sec_18     0.2398      1.001          0          0         0         0
g2101hd3500_n292652_sec_19     0.2404      1.003          0          0         0         0
g2101hd3500_n292652_sec_20     0.2404      1.003          0          0         0         0
g2101hd3500_n292652_sec_21     0.2405      1.004          0          0         0         0
g2101he9900_n292684_sec_1      0.2815      1.016   0.001248     0.4432 0.0009318     0.331
g2101hg3400_n1406188_sec_1     0.2431      1.015          0          0         0         0
g2101hg3400_n1406188_sec_2     0.2432      1.015          0          0         0         0
g2101hg3400_n1406188_sec_3     0.2427      1.013          0          0         0         0
g2101hg3400_n1406188_sec_4     0.2427      1.013          0          0         0         0
g2101hg3400_n1406188_sec_5      0.242       1.01          0          0         0         0
g2101hg3400_n1406188_sec_6     0.2433      1.015          0          0         0         0
g2101hg3400_n1406188_sec_7     0.2403      1.003          0          0         0         0
g2101hg3400_n1406188_sec_8     0.2432      1.015          0          0         0         0
g2101hg3400_n1406188_sec_9     0.2433      1.015          0          0         0         0
g2101hi2400_n292772_sec_1      0.2435      1.016          0          0         0         0
g2101hi9300_n292770_sec_1      0.2459      1.026          0          0         0         0
g2101hi9300_n292770_sec_2       0.246      1.027          0          0         0         0
g2101hi9300_n292770_sec_3      0.2458      1.026          0          0         0         0
g2101hj1200_n292801_sec_1      0.2421       1.01          0          0         0         0
g2101hj1200_n292801_sec_2      0.2426      1.013          0          0         0         0
g2101hj2800_n292786_sec_1      0.2431      1.014          0          0         0         0
g2101hj2800_n292786_sec_2      0.2425      1.012          0          0         0         0
g2101hj5200_n292788_sec_1      0.2424      1.012          0          0         0         0
g2101hj5200_n292788_sec_2      0.2428      1.013          0          0         0         0
g2101hj9800_n292805_sec_1      0.2446      1.021          0          0         0         0
g2101hj9800_n292805_sec_2      0.2443      1.019          0          0         0         0
g2101hj9800_n292805_sec_3      0.2442      1.019          0          0         0         0
g2101hk4700_n292855_sec_1      0.2443       1.02          0          0         0         0
g2101hk4700_n292855_sec_2      0.2444       1.02          0          0         0         0
g2101hk5000_n292837_sec_1      0.2442      1.019          0          0         0         0
g2101hk5000_n292837_sec_2      0.2443       1.02          0          0         0         0
g2101hk5000_n292837_sec_3      0.2441      1.019          0          0         0         0
g2101hk5000_n292837_sec_4      0.2441      1.019          0          0         0         0
g2101hl2300_n292867_sec_1      0.2447      1.021          0          0         0         0
g2101hl5500_n292841_sec_1      0.2451      1.023          0          0         0         0
g2101hl5500_n292841_sec_2      0.2451      1.023          0          0         0         0
g2101hl9000_n292832_sec_1      0.2447      1.021          0          0         0         0
g2101hl9000_n292832_sec_2      0.2448      1.022          0          0         0         0
g2101hn5200_n292851_sec_1      0.2411      1.006          0          0         0         0
g2101hn5200_n292851_sec_2      0.2414      1.008          0          0         0         0
g2101ia3300_n292540_sec_1      0.2801      1.011   0.001192     0.4256 0.0008312    0.2967
g2101ii1800_n292774_sec_1      0.2452      1.023          0          0         0         0
g2101ii8600_n292779_sec_1      0.2442      1.019          0          0         0         0
g2101ii8600_n292779_sec_2      0.2444       1.02          0          0         0         0
g2101ij4900_n292825_sec_1      0.2442      1.019          0          0         0         0
g2101ij4900_n292825_sec_2      0.2439      1.018          0          0         0         0
g2101ij4900_n292825_sec_3      0.2438      1.018          0          0         0         0
g2101ij4900_n292825_sec_4       0.244      1.018          0          0         0         0
g2101ij4900_n292825_sec_5      0.2435      1.016          0          0         0         0
g2101ij8600_n292802_sec_1      0.2448      1.022          0          0         0         0
g2101ij8600_n292802_sec_2      0.2448      1.022          0          0         0         0
g2101ij8600_n292802_sec_3      0.2447      1.021          0          0         0         0
g2101ij8600_n292802_sec_4      0.2442      1.019          0          0         0         0
g2101ik4600_n300997_sec_1       0.244      1.018          0          0         0         0
g2101ik4600_n300997_sec_2      0.2443      1.019          0          0         0         0
g2101ik4600_n300997_sec_3      0.2439      1.018          0          0         0         0
g2101ja6700_n1321243_sec_1     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_2     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_3     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_4     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_5     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_6     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_7     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_8     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_9     0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_10    0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_11    0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_12    0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_13    0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja6700_n1321243_sec_14    0.2814      1.015   0.001154       0.41 0.0008197    0.2913
g2101ja8400_n300634_sec_1      0.2418      1.009          0          0         0         0
g2101ja8400_n300634_sec_2      0.2412      1.007          0          0         0         0
g2101ja8400_n300634_sec_3      0.2418      1.009          0          0         0         0
g2101je7500_n300801_sec_1      0.2407      1.005          0          0         0         0
g2101je7500_n300801_sec_2      0.2408      1.005          0          0         0         0
g2101je7500_n300801_sec_3      0.2407      1.005          0          0         0         0
g2101je7500_n300801_sec_4      0.2407      1.005          0          0         0         0
g2101je7500_n300801_sec_5      0.2404      1.003          0          0         0         0
g2101jf1200_n292702_sec_1      0.2393     0.9989          0          0         0         0
g2101jf1200_n292702_sec_2      0.2399      1.001          0          0         0         0
g2101jf1200_n292702_sec_3      0.2399      1.001          0          0         0         0
g2101jf1200_n292702_sec_4      0.2402      1.002          0          0         0         0
g2101jf1200_n292702_sec_5      0.2377     0.9919          0          0         0         0
g2101jf1200_n292702_sec_6      0.2398      1.001          0          0         0         0
g2101jf1200_n292702_sec_7      0.2399      1.001          0          0         0         0
g2101jf1200_n292702_sec_8      0.2393     0.9986          0          0         0         0
g2101jf1900_n292709_sec_1      0.2421       1.01          0          0         0         0
g2101jf1900_n292709_sec_2      0.2422      1.011          0          0         0         0
g2101jf1900_n292709_sec_3       0.242       1.01          0          0         0         0
g2101jf1900_n292709_sec_4      0.2421       1.01          0          0         0         0
g2101jf8800_n300850_sec_1      0.2414      1.007          0          0         0         0
g2101jf8800_n300850_sec_2      0.2411      1.006          0          0         0         0
g2101jf8800_n300850_sec_3      0.2412      1.007          0          0         0         0
g2101jf8800_n300850_sec_4      0.2414      1.008          0          0         0         0
g2101jf8800_n300850_sec_5       0.241      1.006          0          0         0         0
g2101jg1900_n292717_sec_1      0.2421       1.01          0          0         0         0
g2101jg1900_n292717_sec_2      0.2419       1.01          0          0         0         0
g2101jg1900_n292717_sec_3      0.2418      1.009          0          0         0         0
g2101jg1900_n292717_sec_4      0.2421      1.011          0          0         0         0
g2101jg1900_n292717_sec_5       0.242       1.01          0          0         0         0
g2101jg9800_n300850_sec_1      0.2412      1.007          0          0         0         0
g2101jg9800_n300850_sec_2      0.2412      1.007          0          0         0         0
g2101jg9800_n300850_sec_3      0.2412      1.007          0          0         0         0
g2101jg9800_n300850_sec_4      0.2409      1.005          0          0         0         0
g2101jg9800_n300850_sec_5      0.2409      1.005          0          0         0         0
g2101jh1600_n292721_sec_1      0.2422      1.011          0          0         0         0
g2101jh1600_n292721_sec_2      0.2423      1.011          0          0         0         0
g2101ji2900_n292790_sec_1      0.2449      1.022          0          0         0         0
g2101ji2900_n292790_sec_2      0.2448      1.022          0          0         0         0
g2101ji2900_n292790_sec_3       0.245      1.022          0          0         0         0
g2101ji2900_n292790_sec_4      0.2447      1.021          0          0         0         0
g2101ji2900_n292790_sec_5      0.2448      1.022          0          0         0         0
g2101jj0800_n292819_sec_1      0.2446      1.021          0          0         0         0
g2101jj0800_n292819_sec_2      0.2448      1.022          0          0         0         0
g2101jj4900_n292802_sec_1      0.2453      1.024          0          0         0         0
g2101jj4900_n292802_sec_2      0.2453      1.024          0          0         0         0
g2101jk1400_n300995_sec_1      0.2432      1.015          0          0         0         0
g2101jk1400_n300995_sec_2      0.2441      1.019          0          0         0         0
g2101jk1400_n300995_sec_3      0.2444       1.02          0          0         0         0
g2101jk1400_n300995_sec_4       0.244      1.018          0          0         0         0
g2101jk1400_n300995_sec_5      0.2439      1.018          0          0         0         0
g2101jn9300_n301049_sec_1       0.244      1.018          0          0         0         0
g2101jn9300_n301049_sec_2       0.244      1.018          0          0         0         0
g2101ka0900_n300672_sec_1      0.2427      1.013          0          0         0         0
g2101ka0900_n300672_sec_2      0.2427      1.013          0          0         0         0
g2101ka0900_n300672_sec_3      0.2428      1.013          0          0         0         0
g2101ka0900_n300672_sec_4      0.2428      1.014          0          0         0         0
g2101ka0900_n300672_sec_5      0.2428      1.013          0          0         0         0
g2101ka0900_n300672_sec_6      0.2428      1.013          0          0         0         0
g2101ka0900_n300672_sec_7      0.2429      1.014          0          0         0         0
g2101ka0900_n300672_sec_8      0.2426      1.013          0          0         0         0
g2101ka0900_n300672_sec_9      0.2427      1.013          0          0         0         0
g2101ka0900_n300672_sec_10     0.2427      1.013          0          0         0         0
g2101ka0900_n300672_sec_11     0.2428      1.013          0          0         0         0
g2101ka0900_n300672_sec_12     0.2428      1.014          0          0         0         0
g2101ka0900_n300672_sec_13     0.2428      1.013          0          0         0         0
g2101ka0900_n300672_sec_14     0.2429      1.014          0          0         0         0
g2101ka0900_n300672_sec_15     0.2428      1.013          0          0         0         0
g2101ka0900_n300672_sec_16     0.2429      1.014          0          0         0         0
g2101ka0900_n300672_sec_17     0.2427      1.013          0          0         0         0
g2101ka0900_n300672_sec_18     0.2427      1.013          0          0         0         0
g2101ka0900_n300672_sec_19     0.2428      1.013          0          0         0         0
g2101ka0900_n300672_sec_20     0.2421      1.011          0          0         0         0
g2101ka0900_n300672_sec_21     0.2427      1.013          0          0         0         0
g2101ka0900_n300672_sec_22     0.2428      1.013          0          0         0         0
g2101ka2300_n300631_sec_1      0.2425      1.012          0          0         0         0
g2101ka2300_n300631_sec_2      0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_3      0.2425      1.012          0          0         0         0
g2101ka2300_n300631_sec_4      0.2425      1.012          0          0         0         0
g2101ka2300_n300631_sec_5      0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_6      0.2426      1.012          0          0         0         0
g2101ka2300_n300631_sec_7      0.2426      1.012          0          0         0         0
g2101ka2300_n300631_sec_8      0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_9      0.2425      1.012          0          0         0         0
g2101ka2300_n300631_sec_10     0.2425      1.012          0          0         0         0
g2101ka2300_n300631_sec_11     0.2425      1.012          0          0         0         0
g2101ka2300_n300631_sec_12     0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_13     0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_14     0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_15     0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_16     0.2399      1.001          0          0         0         0
g2101ka2300_n300631_sec_17     0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_18     0.2425      1.012          0          0         0         0
g2101ka2300_n300631_sec_19     0.2425      1.012          0          0         0         0
g2101ka2300_n300631_sec_20     0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_21     0.2424      1.012          0          0         0         0
g2101ka2300_n300631_sec_22     0.2424      1.011          0          0         0         0
g2101ka3900_n300679_sec_1      0.2431      1.014          0          0         0         0
g2101ka3900_n300679_sec_2      0.2428      1.013          0          0         0         0
g2101ka3900_n300679_sec_3      0.2428      1.014          0          0         0         0
g2101ka3900_n300679_sec_4       0.243      1.014          0          0         0         0
g2101ka3900_n300679_sec_5       0.243      1.014          0          0         0         0
g2101ka3900_n300679_sec_6      0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_7       0.243      1.014          0          0         0         0
g2101ka3900_n300679_sec_8      0.2427      1.013          0          0         0         0
g2101ka3900_n300679_sec_9       0.243      1.014          0          0         0         0
g2101ka3900_n300679_sec_10     0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_11     0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_12     0.2431      1.015          0          0         0         0
g2101ka3900_n300679_sec_13     0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_14     0.2431      1.014          0          0         0         0
g2101ka3900_n300679_sec_15      0.243      1.014          0          0         0         0
g2101ka3900_n300679_sec_16     0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_17     0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_18     0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_19     0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_20     0.2429      1.014          0          0         0         0
g2101ka3900_n300679_sec_21      0.243      1.014          0          0         0         0
g2101ka6200_n300623_sec_1       0.243      1.014          0          0         0         0
g2101ka6200_n300623_sec_2      0.2428      1.013          0          0         0         0
g2101ka6200_n300623_sec_3      0.2431      1.014          0          0         0         0
g2101ka6200_n300623_sec_4      0.2431      1.014          0          0         0         0
g2101ka6200_n300623_sec_5      0.2431      1.014          0          0         0         0
g2101ka6200_n300623_sec_6      0.2431      1.014          0          0         0         0
g2101ka6200_n300623_sec_7      0.2431      1.015          0          0         0         0
g2101ka6200_n300623_sec_8      0.2431      1.014          0          0         0         0
g2101ka6200_n300623_sec_9      0.2431      1.014          0          0         0         0
g2101ka6200_n300623_sec_10     0.2432      1.015          0          0         0         0
g2101ka6200_n300623_sec_11     0.2431      1.015          0          0         0         0
g2101ka6200_n300623_sec_12      0.243      1.014          0          0         0         0
g2101ka6200_n300623_sec_13      0.243      1.014          0          0         0         0
g2101ka6200_n300623_sec_14      0.243      1.014          0          0         0         0
g2101ka6200_n300623_sec_15     0.2431      1.015          0          0         0         0
g2101ka6200_n300623_sec_16      0.243      1.014          0          0         0         0
g2101ka6200_n300623_sec_17     0.2431      1.015          0          0         0         0
g2101ka6200_n300623_sec_18     0.2432      1.015          0          0         0         0
g2101ka6200_n300623_sec_19     0.2431      1.014          0          0         0         0
g2101ka6200_n300623_sec_20     0.2431      1.015          0          0         0         0
g2101ka6200_n300623_sec_21      0.243      1.014          0          0         0         0
g2101ka6800_n300662_sec_1       0.244      1.018          0          0         0         0
g2101ka6800_n300662_sec_2      0.2439      1.018          0          0         0         0
g2101ka7500_n300643_sec_1       0.244      1.019          0          0         0         0
g2101kb0200_n300705_sec_1      0.2393     0.9987          0          0         0         0
g2101kb6100_n300696_sec_1       0.244      1.018          0          0         0         0
g2101ke3900_n300817_sec_1      0.2415      1.008          0          0         0         0
g2101ke3900_n300817_sec_2      0.2415      1.008          0          0         0         0
g2101ke3900_n300817_sec_3      0.2417      1.009          0          0         0         0
g2101kf1100_n300827_sec_1      0.2413      1.007          0          0         0         0
g2101kf1100_n300827_sec_2      0.2415      1.008          0          0         0         0
g2101kf1100_n300827_sec_3      0.2415      1.008          0          0         0         0
g2101kn9300_n301056_sec_1      0.2439      1.018          0          0         0         0
g2101ko9100_n301061_sec_1      0.2451      1.023          0          0         0         0
g2101ko9100_n301061_sec_2      0.2455      1.025          0          0         0         0
g2101la3600_n300650_sec_1      0.2437      1.017          0          0         0         0
g2101la3600_n300650_sec_2       0.244      1.018          0          0         0         0
g2101lb3300_n300707_sec_1      0.2432      1.015          0          0         0         0
g2101oa1800_n300620_sec_1      0.2448      1.022          0          0         0         0
g2101oa1800_n300620_sec_2      0.2451      1.023          0          0         0         0
g2101oa1800_n300620_sec_3      0.2451      1.023          0          0         0         0
g2101oa1800_n300620_sec_4      0.2448      1.022          0          0         0         0
g2101oa1800_n300620_sec_5      0.2451      1.023          0          0         0         0
g2101oa1800_n300620_sec_6      0.2449      1.022          0          0         0         0
g2101oa2300_n300690_sec_1      0.2449      1.022          0          0         0         0
g2101oa2300_n300690_sec_2      0.2448      1.022          0          0         0         0
g2101oa2300_n300690_sec_3      0.2449      1.022          0          0         0         0
g2101oa2300_n300690_sec_4      0.2448      1.022          0          0         0         0
g2101oa2300_n300690_sec_5      0.2448      1.022          0          0         0         0
g2101oa2300_n300690_sec_6      0.2449      1.022          0          0         0         0
g2101oa2300_n300690_sec_7      0.2448      1.022          0          0         0         0
g2101oa5500_n300636_sec_1      0.2434      1.016          0          0         0         0
g2101oa5500_n300636_sec_2      0.2434      1.016          0          0         0         0
g2101oa5500_n300636_sec_3      0.2434      1.016          0          0         0         0
g2101oa5600_n300661_sec_1      0.2422      1.011          0          0         0         0
g2101oa5600_n300661_sec_2      0.2423      1.011          0          0         0         0
g2101oa5600_n300661_sec_3      0.2421       1.01          0          0         0         0
g2101oa5600_n300661_sec_4      0.2423      1.011          0          0         0         0
g2101oa5600_n300661_sec_5      0.2423      1.011          0          0         0         0
g2101oa5600_n300661_sec_6      0.2424      1.012          0          0         0         0
g2101oa5600_n300661_sec_7      0.2424      1.012          0          0         0         0
g2101ob2900_n300670_sec_1      0.2444       1.02          0          0         0         0
g2101ob2900_n300670_sec_2      0.2445      1.021          0          0         0         0
g2101ob2900_n300670_sec_3      0.2444       1.02          0          0         0         0
g2101ob2900_n300670_sec_4      0.2445       1.02          0          0         0         0
g2101ob2900_n300670_sec_5      0.2443       1.02          0          0         0         0
g2101ob2900_n300670_sec_6      0.2443       1.02          0          0         0         0
g2101ob2900_n300670_sec_7      0.2445       1.02          0          0         0         0
g2101ob2900_n300670_sec_8      0.2444       1.02          0          0         0         0
g2101ob2900_n300670_sec_9      0.2445       1.02          0          0         0         0
g2101ob2900_n300670_sec_10     0.2444       1.02          0          0         0         0
g2101ob2900_n300670_sec_11     0.2444       1.02          0          0         0         0
g2101ob2900_n300670_sec_12     0.2445       1.02          0          0         0         0
g2101ob2900_n300670_sec_13     0.2443       1.02          0          0         0         0
g2101ob6500_n300721_sec_1       0.245      1.023          0          0         0         0
g2101ob6500_n300721_sec_2      0.2449      1.022          0          0         0         0
g2101ob6500_n300721_sec_3      0.2449      1.022          0          0         0         0
